user_id,annual_income,monthly_income,monthly_expenses,annual_expenses,current_savings,savings_ratio,emergency_fund,emergency_fund_months,total_investments,investment_ratio,retirement_savings,total_debt,debt_ratio,emi_per_month,insurance_coverage,insurance_level,income_stability,financial_health_score,financial_risk_level,savings_quality
949,1816086,151340,119332,1431984,2331732,1.28,1911229,16.0,6474228,3.56,4761669,3454299,1.9,61089,9767880,None,Moderate,71,Moderate,Good
950,731952,60996,208279,2499348,17399036,23.77,23167,0.1,2882757,3.94,5482325,6893107,9.42,102525,5269235,None,Low,58,Moderate,Excellent
951,4750094,395841,234369,2812428,16047445,3.38,1558483,6.6,1153651,0.24,6526217,3464154,0.73,34060,29207424,Basic,Moderate,77,Moderate,Excellent
952,3875562,322963,263921,3167052,5327814,1.37,1266070,4.8,9648432,2.49,5206200,9856479,2.54,53208,16860263,Strong,Moderate,84,Low,Good
953,1942005,161833,18902,226824,4787948,2.47,934766,49.5,1073239,0.55,6698083,10147675,5.23,64707,17644816,Moderate,High,76,Moderate,Excellent
954,4368459,364038,256279,3075348,15525483,3.55,1208237,4.7,655733,0.15,1528449,4830358,1.11,169423,29561255,Strong,Moderate,55,Moderate,Excellent
955,2745180,228765,220043,2640516,5876263,2.14,870428,4.0,4179788,1.52,3012820,10363898,3.78,113266,15362163,Strong,High,79,Moderate,Excellent
956,1788842,149070,65087,781044,13205390,7.38,1465164,22.5,732568,0.41,4021419,2649663,1.48,71768,29613659,Moderate,High,71,Moderate,Excellent
957,809888,67490,128904,1546848,16558695,20.45,862512,6.7,12781903,15.78,9274845,2033912,2.51,96660,2568042,None,High,76,Moderate,Excellent
958,2984796,248733,230008,2760096,15130900,5.07,345692,1.5,4240720,1.42,3479126,8490354,2.84,11700,15507767,None,Low,65,Moderate,Excellent
959,5609201,467433,257170,3086040,12789458,2.28,720702,2.8,12515089,2.23,6699844,3261550,0.58,103985,1267507,None,Moderate,73,Moderate,Excellent
960,1212028,101002,86555,1038660,10976002,9.06,1405711,16.2,12560699,10.36,7788747,8132910,6.71,120941,2289659,None,High,76,Moderate,Excellent
961,5761505,480125,142031,1704372,14687568,2.55,294137,2.1,7898507,1.37,4683223,2707281,0.47,44718,28135252,None,High,81,Low,Excellent
962,1093181,91098,107923,1295076,9869856,9.03,260364,2.4,8970002,8.21,6557366,2826178,2.59,20338,22528182,None,High,70,Moderate,Excellent
963,2542206,211850,95476,1145712,14786028,5.82,750962,7.9,2985341,1.17,3635160,11985849,4.71,9029,29953628,Basic,Moderate,80,Low,Excellent
964,650606,54217,289136,3469632,3449170,5.3,819186,2.8,11582095,17.8,5172822,7448860,11.45,13740,20072440,None,Low,62,Moderate,Excellent
965,3415823,284651,120768,1449216,8378534,2.45,785686,6.5,4002042,1.17,3355203,1533209,0.45,4204,14149324,None,Low,83,Low,Excellent
966,3077939,256494,115742,1388904,2119683,0.69,462564,4.0,14802303,4.81,1620732,11141896,3.62,44009,24293794,Basic,Low,59,Moderate,Average
967,3736976,311414,283697,3404364,3613269,0.97,1710488,6.0,5488523,1.47,5413664,9429703,2.52,164308,6360159,Basic,High,73,Moderate,Good
968,3564036,297003,239332,2871984,4053508,1.14,487395,2.0,3586633,1.01,1776460,5982358,1.68,84768,5825772,None,Moderate,52,Moderate,Good
969,5736088,478007,180800,2169600,402028,0.07,816183,4.5,3569653,0.62,7696982,3692601,0.64,17305,22077531,Moderate,High,64,Moderate,Poor
970,5483731,456977,208451,2501412,1474346,0.27,141203,0.7,14855554,2.71,3666842,6897060,1.26,79045,25754540,Strong,Low,54,Moderate,Poor
971,4747816,395651,104893,1258716,8453708,1.78,198693,1.9,10064100,2.12,5441761,10584308,2.23,101860,22746566,Basic,Moderate,68,Moderate,Excellent
972,1720783,143398,181706,2180472,16177611,9.4,141586,0.8,5622132,3.27,296097,10209494,5.93,153363,15062972,Strong,High,66,Moderate,Excellent
973,5623674,468639,136857,1642284,16891973,3.0,1232010,9.0,11821715,2.1,222997,3902479,0.69,5560,20681229,None,Moderate,77,Moderate,Excellent
974,2233036,186086,239656,2875872,8172038,3.66,1299743,5.4,1331937,0.6,1005341,2307798,1.03,98179,16734483,Moderate,Low,54,Moderate,Excellent
975,1522305,126858,212000,2544000,6858033,4.51,1346453,6.4,635969,0.42,3994050,10034036,6.59,116320,24805302,Moderate,Low,63,Moderate,Excellent
976,2583093,215257,181481,2177772,1329006,0.51,1092349,6.0,13283860,5.14,6960756,10872414,4.21,75616,25184309,None,Low,60,Moderate,Average
977,3028896,252408,194688,2336256,8128527,2.68,431630,2.2,9048149,2.99,907210,11156949,3.68,65100,26892260,Basic,High,65,Moderate,Excellent
978,3450135,287511,288401,3460812,10792346,3.13,384922,1.3,7421584,2.15,101379,1084091,0.31,128881,2348304,Basic,Low,63,Moderate,Excellent
979,5571455,464287,89203,1070436,6852486,1.23,263320,3.0,1539467,0.28,2913796,9942692,1.78,143876,27891144,Basic,Low,50,Moderate,Good
980,4506585,375548,55980,671760,14302234,3.17,1520412,27.2,7836205,1.74,5225481,2754127,0.61,51782,8218317,Strong,Low,91,Low,Excellent
981,5332248,444354,145531,1746372,10170372,1.91,598428,4.1,9670753,1.81,7520742,10663661,2.0,52796,9122134,Strong,Low,80,Low,Excellent
982,3266391,272199,223794,2685528,12674095,3.88,351830,1.6,7897261,2.42,7405061,7091683,2.17,132459,20447876,Strong,Low,67,Moderate,Excellent
983,4293315,357776,25386,304632,12798308,2.98,896317,35.3,14328450,3.34,1396415,5037049,1.17,156023,18025363,Basic,High,72,Moderate,Excellent
984,1723872,143656,149894,1798728,12765791,7.41,972347,6.5,5131265,2.98,7610197,4751739,2.76,98342,18862358,Strong,Low,77,Moderate,Excellent
985,3045370,253780,86647,1039764,15745701,5.17,410445,4.7,2595845,0.85,3181393,70138,0.02,3364,28912348,Moderate,Moderate,85,Low,Excellent
986,3643655,303637,233009,2796108,13242246,3.63,1556493,6.7,6260332,1.72,6443078,8213304,2.25,80690,21510025,None,Moderate,76,Moderate,Excellent
987,575703,47975,80262,963144,12912618,22.43,1954817,24.4,9489337,16.48,2723988,3258608,5.66,114372,8565051,Moderate,High,82,Low,Excellent
988,4348857,362404,208032,2496384,1936245,0.45,1365049,6.6,6464817,1.49,7114216,4140479,0.95,63531,16029809,None,Moderate,74,Moderate,Average
989,5542814,461901,29814,357768,4962173,0.9,548050,18.4,10157524,1.83,7641531,11426399,2.06,38631,8532490,Basic,High,80,Low,Good
990,5101482,425123,99634,1195608,413974,0.08,244801,2.5,12934766,2.54,1548634,10811194,2.12,100754,13343487,None,High,44,High,Poor
991,1833964,152830,236744,2840928,5564116,3.03,1740110,7.4,7161714,3.91,4242475,11607095,6.33,79225,16798919,Strong,High,85,Low,Excellent
992,2833513,236126,230801,2769612,2982097,1.05,229164,1.0,10673333,3.77,9606830,5777952,2.04,37411,9026858,Basic,High,73,Moderate,Good
993,3588416,299034,176533,2118396,215429,0.06,353157,2.0,13696740,3.82,8249747,26484,0.01,25394,2343491,Strong,High,76,Moderate,Poor
994,3746726,312227,166173,1994076,14460268,3.86,357845,2.2,2959522,0.79,6285607,3127273,0.83,35214,6644466,Strong,Low,75,Moderate,Excellent
995,4466229,372185,72796,873552,15121666,3.39,1189278,16.3,13662869,3.06,3566389,3114489,0.7,52675,1979109,Basic,Low,82,Low,Excellent
996,2425601,202133,229324,2751888,14788459,6.1,1314573,5.7,10476053,4.32,1831995,10677584,4.4,43548,2677972,Moderate,Low,69,Moderate,Excellent
997,3418616,284884,80369,964428,9286598,2.72,134768,1.7,5740356,1.68,497723,9825516,2.87,61546,16035566,Strong,High,70,Moderate,Excellent
998,1095648,91304,19984,239808,2048715,1.87,558011,27.9,12613089,11.51,121243,11162255,10.19,152684,26481398,None,Low,59,Moderate,Excellent
999,2020569,168380,288853,3466236,243670,0.12,787828,2.7,10116407,5.01,8725395,4459984,2.21,127382,15879023,Moderate,High,54,Moderate,Poor
1000,3852518,321043,191449,2297388,12441484,3.23,1429964,7.5,14934275,3.88,5755884,5288577,1.37,62808,12120217,Strong,Moderate,89,Low,Excellent
1001,5373837,447819,45011,540132,11946358,2.22,1830976,40.7,5540763,1.03,1680697,51752,0.01,119778,29210525,Strong,High,89,Low,Excellent
1002,1414867,117905,28463,341556,4123656,2.91,1822436,64.0,8902483,6.29,4688687,11731713,8.29,65152,12362455,Strong,High,85,Low,Excellent
1003,5777053,481421,264141,3169692,17277646,2.99,866389,3.3,11076794,1.92,3153025,52497,0.01,167267,27266970,Moderate,Low,79,Moderate,Excellent
1004,5566509,463875,203851,2446212,1535258,0.28,1693571,8.3,12344894,2.22,5461406,11373768,2.04,116472,7836927,Strong,Moderate,67,Moderate,Poor
1005,5388797,449066,57660,691920,11688148,2.17,897405,15.6,7988000,1.48,1685367,6456854,1.2,77034,20373372,Basic,High,79,Moderate,Excellent
1006,1450925,120910,287658,3451896,19189532,13.23,1645974,5.7,14374762,9.91,8466397,532605,0.37,33518,16707592,None,Moderate,83,Low,Excellent
1007,5896054,491337,259739,3116868,5638917,0.96,1879905,7.2,7487448,1.27,1940765,8089445,1.37,173707,18141804,Basic,Low,60,Moderate,Good
1008,2025371,168780,104355,1252260,3000833,1.48,221185,2.1,7296300,3.6,490260,2688301,1.33,85590,12867782,Moderate,Low,56,Moderate,Good
1009,2411144,200928,264719,3176628,4130487,1.71,1395605,5.3,2277614,0.94,8968148,10629174,4.41,128964,3034721,Moderate,Low,63,Moderate,Excellent
1010,5081604,423467,48904,586848,11516746,2.27,790647,16.2,12036691,2.37,6403032,10970951,2.16,168323,26342976,Strong,Low,81,Low,Excellent
1011,2125280,177106,150839,1810068,3881911,1.83,610221,4.0,1471032,0.69,1868688,1495511,0.7,89191,24849782,Basic,High,70,Moderate,Excellent
1012,1223969,101997,207800,2493600,4275420,3.49,1789563,8.6,5257514,4.3,6378615,9679058,7.91,440,10428681,None,High,84,Low,Excellent
1013,4742963,395246,114540,1374480,13024002,2.75,888560,7.8,5362719,1.13,6124083,11396799,2.4,33110,17439962,Basic,Low,75,Moderate,Excellent
1014,3566120,297176,19817,237804,18062113,5.06,1787532,90.2,7727632,2.17,5300362,2427676,0.68,77810,28092329,Basic,Moderate,86,Low,Excellent
1015,5954093,496174,253962,3047544,4946774,0.83,1261364,5.0,4754542,0.8,2447304,11162732,1.87,9003,20095088,Moderate,Moderate,60,Moderate,Good
1016,4464252,372021,79730,956760,9175544,2.06,1777691,22.3,11853476,2.66,9629651,8024252,1.8,165433,27806131,Basic,Moderate,75,Moderate,Excellent
1017,2695238,224603,212503,2550036,1973422,0.73,1699133,8.0,5589238,2.07,2561918,3533501,1.31,59001,23501772,None,Low,61,Moderate,Average
1018,4339485,361623,220420,2645040,10036190,2.31,1709204,7.8,11060384,2.55,2670819,361814,0.08,143639,13162919,Moderate,Moderate,89,Low,Excellent
1019,5936626,494718,263209,3158508,11687248,1.97,1589041,6.0,6565976,1.11,6560950,1204993,0.2,138371,24385837,Moderate,Moderate,89,Low,Excellent
1020,1886551,157212,221450,2657400,3265502,1.73,274518,1.2,5426063,2.88,9737222,908038,0.48,79711,15352243,Basic,High,81,Low,Excellent
1021,1403944,116995,246674,2960088,16188057,11.53,610442,2.5,2429724,1.73,3519295,3659722,2.61,51289,24673207,None,Moderate,62,Moderate,Excellent
1022,5079171,423264,68450,821400,4952817,0.98,789694,11.5,7165734,1.41,2822312,945085,0.19,25178,11931414,Strong,Low,85,Low,Good
1023,690168,57514,76523,918276,17295134,25.06,1363353,17.8,5678849,8.23,9955472,7278315,10.55,38946,21037707,Strong,Low,77,Moderate,Excellent
1024,535152,44596,77286,927432,8081766,15.1,831824,10.8,8197782,15.32,5078288,11542457,21.57,156278,5787703,Strong,High,85,Low,Excellent
1025,5876540,489711,61982,743784,15558310,2.65,1813817,29.3,13727036,2.34,6410589,4617358,0.79,165762,21917603,Strong,Moderate,91,Low,Excellent
1026,347328,28944,77914,934968,3913374,11.27,173302,2.2,2047685,5.9,8207723,10761062,30.98,175319,17104321,Basic,Low,61,Moderate,Excellent
1027,5172858,431071,266395,3196740,9184680,1.78,1454848,5.5,12505053,2.42,1586340,9946859,1.92,47473,12883555,Strong,High,80,Low,Excellent
1028,3887774,323981,171428,2057136,19173777,4.93,262639,1.5,1668347,0.43,5456436,1065324,0.27,140905,6203873,Strong,High,76,Moderate,Excellent
1029,415644,34637,221462,2657544,18658282,44.89,1714343,7.7,8999580,21.65,8893395,8196731,19.72,16759,17411432,None,Low,68,Moderate,Excellent
1030,5774589,481215,76512,918144,6062083,1.05,1807752,23.6,10051273,1.74,3018851,89321,0.02,145416,15006645,Moderate,Low,80,Low,Good
1031,578356,48196,82536,990432,19296517,33.36,432495,5.2,10949490,18.93,2704659,1473390,2.55,147455,8615452,None,Low,63,Moderate,Excellent
1032,1296203,108016,280367,3364404,10018612,7.73,762439,2.7,9133971,7.05,2879023,7097623,5.48,172532,2871,Basic,Moderate,65,Moderate,Excellent
1033,637270,53105,287337,3448044,9844763,15.45,1382353,4.8,8960751,14.06,7464523,2346378,3.68,151275,16456530,Moderate,High,77,Moderate,Excellent
1034,3203772,266981,297176,3566112,17132569,5.35,440065,1.5,11541555,3.6,1661097,11116868,3.47,11727,7955767,None,Low,60,Moderate,Excellent
1035,1438391,119865,172133,2065596,7221347,5.02,281454,1.6,10102306,7.02,9262208,3624549,2.52,155132,12048227,Moderate,Low,64,Moderate,Excellent
1036,5470337,455861,236257,2835084,2495096,0.46,1153116,4.9,4277642,0.78,4373391,6405244,1.17,170333,5480088,Strong,Moderate,56,Moderate,Average
1037,948385,79032,148263,1779156,14272154,15.05,1971740,13.3,11652034,12.29,2403234,8990982,9.48,53415,2367535,Moderate,High,82,Low,Excellent
1038,5665443,472120,115992,1391904,12487022,2.2,1182043,10.2,11027966,1.95,8580328,10149287,1.79,43002,14082341,Basic,Moderate,83,Low,Excellent
1039,3887528,323960,213674,2564088,869390,0.22,1265856,5.9,4152322,1.07,1300646,4531949,1.17,32668,17833179,None,High,51,Moderate,Poor
1040,4850050,404170,228270,2739240,2213228,0.46,690712,3.0,10740396,2.21,1492738,6087100,1.26,87429,26107728,Moderate,Low,52,Moderate,Average
1041,2143858,178654,158469,1901628,330958,0.15,205409,1.3,6327627,2.95,3728326,6352396,2.96,27525,26264181,None,Low,48,High,Poor
1042,4666398,388866,175720,2108640,19757757,4.23,1722481,9.8,13535827,2.9,8214437,1602904,0.34,138663,11707148,Moderate,High,98,Low,Excellent
1043,2523765,210313,66939,803268,1609380,0.64,358083,5.3,5335094,2.11,6535788,3031181,1.2,90485,27047724,Strong,Moderate,66,Moderate,Average
1044,5218657,434888,81884,982608,8692645,1.67,19917,0.2,11520215,2.21,8616197,11965890,2.29,40761,22064150,Basic,Low,69,Moderate,Excellent
1045,3427610,285634,155178,1862136,1773842,0.52,1926111,12.4,12170515,3.55,6210098,11869920,3.46,65303,22757126,Strong,High,77,Moderate,Average
1046,4090192,340849,110999,1331988,14729053,3.6,742394,6.7,13396085,3.28,7862907,8426008,2.06,75188,9255083,Strong,High,89,Low,Excellent
1047,2169012,180751,175006,2100072,2917298,1.34,1986956,11.4,5128149,2.36,6820186,5246854,2.42,23629,21296215,None,Low,76,Moderate,Good
1048,2263574,188631,64090,769080,5540277,2.45,1206526,18.8,963205,0.43,1419102,4795781,2.12,145269,16537319,None,Moderate,56,Moderate,Excellent
1049,5929364,494113,281696,3380352,4577776,0.77,1005911,3.6,8351785,1.41,8640458,11494437,1.94,177412,29799037,None,Moderate,62,Moderate,Average
1050,366603,30550,114711,1376532,244620,0.67,1497702,13.1,7129962,19.45,8964482,5789156,15.79,64022,24796159,None,High,66,Moderate,Average
1051,4013566,334463,103359,1240308,17566295,4.38,1895403,18.3,3776024,0.94,2932895,1260344,0.31,96220,28165890,Basic,High,85,Low,Excellent
1052,3213624,267802,41689,500268,14184205,4.41,1039155,24.9,6360154,1.98,2860246,6262661,1.95,29683,11340008,Basic,High,84,Low,Excellent
1053,1238726,103227,167077,2004924,10038747,8.1,1013185,6.1,4924868,3.98,4441781,3574653,2.89,585,24764033,Strong,Low,85,Low,Excellent
1054,2807013,233917,285285,3423420,1188804,0.42,1961706,6.9,7768806,2.77,8191751,964635,0.34,93256,197672,Strong,Moderate,83,Low,Average
1055,2752746,229395,200541,2406492,3595829,1.31,10809,0.1,5867356,2.13,3123208,6745583,2.45,92938,297417,None,Moderate,61,Moderate,Good
1056,4377582,364798,118570,1422840,2843529,0.65,1109595,9.4,8628834,1.97,2578837,6890722,1.57,32464,16354838,None,Low,60,Moderate,Average
1057,5758240,479853,146142,1753704,7586497,1.32,987126,6.8,6633020,1.15,6279870,5021168,0.87,95550,14372754,Basic,High,89,Low,Good
1058,2510576,209214,71987,863844,14716036,5.86,1376318,19.1,14082081,5.61,7371182,2715129,1.08,36667,11869470,Strong,Low,85,Low,Excellent
1059,3263496,271958,119052,1428624,3713322,1.14,397550,3.3,4779824,1.46,675388,2242783,0.69,103427,14128287,Moderate,Low,68,Moderate,Good
1060,1594798,132899,119329,1431948,16082470,10.08,1395115,11.7,4459377,2.8,1993004,7064807,4.43,128206,18459087,Strong,High,85,Low,Excellent
1061,1318993,109916,185334,2224008,13417612,10.17,1052473,5.7,12180167,9.23,6523795,2204822,1.67,28765,3619838,None,Low,67,Moderate,Excellent
1062,1554780,129565,195418,2345016,16777247,10.79,28623,0.1,12874583,8.28,3967894,873083,0.56,177814,27844667,Moderate,Moderate,75,Moderate,Excellent
1063,5258727,438227,19209,230508,14573646,2.77,1007037,52.4,4856444,0.92,4734922,8152539,1.55,21656,25531563,Strong,Low,76,Moderate,Excellent
1064,5430914,452576,94951,1139412,17154362,3.16,391874,4.1,4185358,0.77,4716726,1929715,0.36,69082,23520172,Basic,High,84,Low,Excellent
1065,3850046,320837,119025,1428300,15901204,4.13,1481555,12.4,13131810,3.41,1729141,11763260,3.06,131683,20505128,Basic,Low,65,Moderate,Excellent
1066,5209313,434109,92975,1115700,7696856,1.48,252625,2.7,2219555,0.43,6732414,643681,0.12,71791,6448403,Basic,Moderate,74,Moderate,Good
1067,398154,33179,119670,1436040,3051286,7.66,1812673,15.1,854889,2.15,6381258,6833312,17.16,137618,10282619,Basic,Low,71,Moderate,Excellent
1068,3070064,255838,238386,2860632,16079124,5.24,128659,0.5,8554093,2.79,7165093,10802399,3.52,13541,10210277,None,Moderate,70,Moderate,Excellent
1069,3299897,274991,162092,1945104,11778428,3.57,1492303,9.2,7014121,2.13,4143446,5366039,1.63,12466,6098572,None,Low,76,Moderate,Excellent
1070,687303,57275,183631,2203572,7112786,10.35,598353,3.3,7919821,11.52,4700293,10175747,14.81,26414,14458857,Basic,Moderate,70,Moderate,Excellent
1071,4371208,364267,205621,2467452,11216647,2.57,638282,3.1,1871139,0.43,1625497,11223077,2.57,3581,22916385,Basic,Moderate,60,Moderate,Excellent
1072,3274669,272889,204469,2453628,19760576,6.03,1109104,5.4,10145414,3.1,6234284,3997208,1.22,170458,9259243,Basic,High,74,Moderate,Excellent
1073,3471639,289303,60734,728808,3569034,1.03,273647,4.5,10562241,3.04,2019210,688519,0.2,153763,29663506,Basic,Low,68,Moderate,Good
1074,3989388,332449,66714,800568,2512542,0.63,1975135,29.6,9170074,2.3,5752873,5057934,1.27,124308,25534520,Basic,High,72,Moderate,Average
1075,1539097,128258,37969,455628,4289328,2.79,402038,10.6,7016442,4.56,9235784,11938719,7.76,66198,29916683,Moderate,Moderate,78,Moderate,Excellent
1076,4012141,334345,76566,918792,14633952,3.65,141995,1.9,8100385,2.02,7029723,8787280,2.19,132086,26537702,None,Low,62,Moderate,Excellent
1077,5276065,439672,158732,1904784,4326315,0.82,607453,3.8,762444,0.14,9498836,1019943,0.19,49857,24854277,Strong,Moderate,75,Moderate,Good
1078,5993631,499469,294167,3530004,17229787,2.87,157256,0.5,2776934,0.46,7344141,8544273,1.43,100702,18874320,Strong,Moderate,64,Moderate,Excellent
1079,5343716,445309,157341,1888092,6943237,1.3,386015,2.5,60407,0.01,2684405,9594855,1.8,57096,19868007,None,High,53,Moderate,Good
1080,4070515,339209,279145,3349740,17618533,4.33,542815,1.9,5090377,1.25,3696630,4972157,1.22,70389,18527110,None,Low,57,Moderate,Excellent
1081,2128456,177371,38914,466968,17903497,8.41,499576,12.8,4896318,2.3,655832,10730964,5.04,38833,29648779,Moderate,Low,70,Moderate,Excellent
1082,2518571,209880,42011,504132,8355324,3.32,1726816,41.1,3522752,1.4,8969014,1949258,0.77,366,21764931,Moderate,High,96,Low,Excellent
1083,5326446,443870,208520,2502240,10890489,2.04,174579,0.8,11835683,2.22,9215306,4429825,0.83,35025,13701713,Moderate,Moderate,83,Low,Excellent
1084,730360,60863,20456,245472,11928035,16.33,459862,22.5,12255364,16.78,4692416,2965125,4.06,67105,524740,None,High,76,Moderate,Excellent
1085,3454288,287857,149922,1799064,18484391,5.35,432346,2.9,13704419,3.97,7418631,3701708,1.07,85003,9019213,Basic,High,73,Moderate,Excellent
1086,5533150,461095,222336,2668032,5222461,0.94,935447,4.2,3887669,0.7,7279693,6184753,1.12,38884,16072804,None,Moderate,61,Moderate,Good
1087,1772645,147720,255852,3070224,6208510,3.5,1710432,6.7,14467868,8.16,2954644,3168543,1.79,149332,16459065,Basic,High,79,Moderate,Excellent
1088,2615958,217996,26034,312408,10407250,3.98,341665,13.1,14852081,5.68,2981886,6613533,2.53,159336,6303133,None,Low,67,Moderate,Excellent
1089,854388,71199,238553,2862636,8229353,9.63,954254,4.0,10823296,12.67,6752901,1681644,1.97,138091,4606731,None,High,71,Moderate,Excellent
1090,1086595,90549,213115,2557380,12884584,11.86,43444,0.2,1846089,1.7,227365,10812615,9.95,11466,4435192,Basic,Low,61,Moderate,Excellent
1091,2495265,207938,89782,1077384,452880,0.18,1661784,18.5,157641,0.06,1784071,9099461,3.65,88706,28612542,None,Low,32,High,Poor
1092,1417946,118162,266881,3202572,18886153,13.32,1871478,7.0,7454556,5.26,2737109,5157064,3.64,86967,16069498,Basic,Low,71,Moderate,Excellent
1093,718717,59893,299964,3599568,8974355,12.49,1315933,4.4,9120311,12.69,2064864,355809,0.5,11672,3449909,Moderate,Low,84,Low,Excellent
1094,4541128,378427,232728,2792736,4759193,1.05,2538,0.0,3763343,0.83,402667,3802977,0.84,111970,12931309,Basic,Moderate,56,Moderate,Good
1095,5747596,478966,165390,1984680,7579422,1.32,1932925,11.7,14747006,2.57,6454929,11522026,2.0,29467,16502760,Basic,Low,78,Moderate,Good
1096,2133430,177785,68339,820068,9456117,4.43,749328,11.0,1279932,0.6,5598972,1985599,0.93,94501,2845560,None,High,74,Moderate,Excellent
1097,1517543,126461,108358,1300296,14382382,9.48,1112498,10.3,5617751,3.7,3042807,11398999,7.51,111475,5040547,Moderate,High,82,Low,Excellent
1098,2657577,221464,197654,2371848,3487062,1.31,568523,2.9,8376038,3.15,6192680,4452689,1.68,20019,26469619,None,Low,66,Moderate,Good
1099,5751703,479308,91854,1102248,10746008,1.87,309917,3.4,6553173,1.14,7494305,8026757,1.4,17645,3797154,Strong,High,84,Low,Excellent
1100,2586027,215502,90847,1090164,3034898,1.17,677492,7.5,2139694,0.83,3051311,6459520,2.5,92434,10714459,Strong,Moderate,71,Moderate,Good
1101,4287340,357278,232026,2784312,11189233,2.61,289871,1.2,13457691,3.14,4125653,6428781,1.5,109749,18432766,Strong,High,77,Moderate,Excellent
1102,4727592,393966,273265,3279180,17866877,3.78,1124519,4.1,13780875,2.91,3860680,6452974,1.36,21919,19493914,Strong,High,85,Low,Excellent
1103,5097578,424798,129994,1559928,2927631,0.57,493235,3.8,6068477,1.19,48085,3410466,0.67,4496,12160073,Strong,Low,63,Moderate,Average
1104,1174058,97838,46235,554820,11722158,9.98,756775,16.4,14239687,12.13,2337892,4944200,4.21,120688,4836543,Strong,Low,77,Moderate,Excellent
1105,2017793,168149,132748,1592976,1874540,0.93,1566562,11.8,2311922,1.15,1966890,11673263,5.79,37506,12665482,None,High,68,Moderate,Good
1106,3812715,317726,209869,2518428,1814735,0.48,1470946,7.0,1778549,0.47,9757747,1237660,0.32,124997,28099729,Basic,Low,64,Moderate,Average
1107,1482174,123514,206493,2477916,4740486,3.2,165660,0.8,4111186,2.77,1292941,209341,0.14,149207,27886014,Strong,Low,76,Moderate,Excellent
1108,1780287,148357,261292,3135504,4701391,2.64,1568894,6.0,8849143,4.97,5024905,7888386,4.43,107878,24245003,Moderate,Moderate,78,Moderate,Excellent
1109,5659369,471614,21925,263100,9622373,1.7,233343,10.6,2615355,0.46,1006646,10778594,1.9,8419,20272701,Basic,High,68,Moderate,Excellent
1110,1595103,132925,20697,248364,13300664,8.34,1746256,84.4,7107177,4.46,7621830,9297193,5.83,67647,19195320,Moderate,High,82,Low,Excellent
1111,2156855,179737,237125,2845500,5261356,2.44,570063,2.4,1542438,0.72,8749335,6334410,2.94,32802,24935464,Basic,Moderate,65,Moderate,Excellent
1112,5442915,453576,44358,532296,7345280,1.35,822693,18.5,3081870,0.57,9383401,10151614,1.87,20239,27399167,Strong,Moderate,80,Low,Good
1113,2877225,239768,227389,2728668,12766456,4.44,345661,1.5,917238,0.32,6232368,10848939,3.77,111207,6534074,Moderate,Low,52,Moderate,Excellent
1114,1125771,93814,55794,669528,12170247,10.81,1264981,22.7,13066049,11.61,5628280,470581,0.42,62791,9469293,Basic,High,91,Low,Excellent
1115,1143089,95257,49246,590952,7110517,6.22,1252232,25.4,184163,0.16,5186174,3149818,2.76,144622,6768798,None,Low,55,Moderate,Excellent
1116,2507944,208995,59585,715020,19130145,7.63,1184464,19.9,752869,0.3,9457976,8116934,3.24,11974,1612253,Moderate,Low,70,Moderate,Excellent
1117,2838765,236563,19445,233340,11967159,4.22,1576386,81.1,4737922,1.67,6679620,8392233,2.96,51087,10551944,Strong,High,89,Low,Excellent
1118,3234979,269581,82904,994848,3267525,1.01,694824,8.4,6833134,2.11,8448643,1694547,0.52,131642,27095013,Basic,Low,73,Moderate,Good
1119,5175585,431298,215336,2584032,16003888,3.09,1229682,5.7,14576252,2.82,627606,4867395,0.94,42263,5084765,Strong,Low,78,Moderate,Excellent
1120,5500872,458406,63911,766932,7770202,1.41,1854725,29.0,3617959,0.66,2363282,2701920,0.49,131496,17324179,Moderate,Moderate,79,Moderate,Good
1121,1350565,112547,192744,2312928,9759024,7.23,755638,3.9,10460103,7.74,7229326,671305,0.5,179011,13006847,Basic,Low,73,Moderate,Excellent
1122,5370299,447524,54320,651840,5113742,0.95,1188877,21.9,10532562,1.96,8347047,1634202,0.3,3916,4785617,Moderate,High,96,Low,Good
1123,981215,81767,276573,3318876,3157941,3.22,953801,3.4,5263326,5.36,2847389,4959482,5.05,42329,2287131,Moderate,High,77,Moderate,Excellent
1124,3297818,274818,200266,2403192,2994036,0.91,149178,0.7,3006246,0.91,7729953,4327583,1.31,124062,8590817,Strong,High,63,Moderate,Good
1125,1428156,119013,79994,959928,19083527,13.36,1023953,12.8,664254,0.47,6098050,4808770,3.37,105103,13724877,Basic,Moderate,65,Moderate,Excellent
1126,3326373,277197,283686,3404232,10524193,3.16,783670,2.8,1400738,0.42,6932248,8488305,2.55,117988,8819025,None,High,55,Moderate,Excellent
1127,5651146,470928,44915,538980,8214688,1.45,1467472,32.7,13778037,2.44,9408669,133260,0.02,40517,28623936,None,Moderate,92,Low,Good
1128,3402620,283551,97945,1175340,19130513,5.62,837351,8.5,14324876,4.21,1224379,3742179,1.1,101770,29331904,Strong,High,82,Low,Excellent
1129,1034361,86196,197943,2375316,15632258,15.11,982492,5.0,10779100,10.42,8977752,7798939,7.54,28604,2879726,Basic,High,78,Moderate,Excellent
1130,1158891,96574,223113,2677356,14532907,12.54,418321,1.9,6736395,5.81,5515017,1081652,0.93,83174,11489827,Strong,Low,74,Moderate,Excellent
