user_id,age,retirement_age,annual_income,monthly_income,current_savings,emergency_fund,stock_investments,mutual_fund_investments,fd_investments,gold_investments,monthly_sip,epf_balance,ppf_balance,nps_contribution,monthly_expenses,total_loans,emi_per_month,dependents,risk_appetite,smoker,diabetes,blood_pressure,insurance_cover,inflation_rate,expected_market_return,retirement_readiness_score,retirement_status
502,53,60,2175219,181268,5243403,631016,2607941,3016300,27056,1017024,52612,962247,140807,2,95227,2030620,136268,3,Conservative,No,No,Normal,4187312,4.48,9.43,63,Partially Ready
503,41,62,4357733,363144,6225489,492679,4586213,1091657,2570101,1428832,115115,1033447,906711,9584,26354,3100561,37142,1,Aggressive,Yes,No,High,9831999,8.09,12.6,67,Partially Ready
504,40,53,4435282,369606,12375865,1400267,2308388,1640766,1618249,1463083,28137,3892009,874295,27841,92681,469269,74297,0,Aggressive,No,Yes,High,1530485,6.29,11.95,67,Partially Ready
505,44,54,4225089,352090,15429679,580709,76504,664019,1500502,1049914,131912,1768151,731558,46283,290280,6553588,134491,2,Aggressive,No,No,Normal,9439545,4.31,12.59,65,Partially Ready
506,41,62,872187,72682,16281777,789625,3957345,2541084,2763928,378272,132901,4407659,543636,8481,184909,9879298,91251,0,Conservative,Yes,Yes,Normal,3339359,6.92,13.81,63,Partially Ready
507,28,65,4296441,358036,10910206,485563,1984888,442213,729800,805481,110115,539973,129869,40101,146325,1920551,9808,2,Aggressive,Yes,Yes,High,3712503,8.23,8.51,65,Partially Ready
508,50,67,1417502,118125,19302850,1166998,1675493,820900,1059040,1029917,114691,2399891,472900,13185,99981,7282368,138550,4,Conservative,Yes,Yes,Normal,4816497,8.04,9.35,57,Partially Ready
509,22,61,3722781,310231,19118816,1146263,603687,1429046,777222,1431015,138452,4162221,398745,13597,263372,8402873,92302,1,Conservative,No,No,High,2477922,5.78,14.3,72,Partially Ready
510,58,64,1366967,113913,17405924,625427,846519,494623,2091750,483547,13494,4534361,693989,1477,132451,4863655,65898,1,Moderate,Yes,Yes,High,13495588,5.95,10.51,59,Partially Ready
511,25,67,1230082,102506,19604600,987713,2206649,2739853,125736,67685,88616,3535007,547107,13140,190395,996431,36513,2,Aggressive,Yes,Yes,High,2546517,5.02,13.72,68,Partially Ready
512,58,63,3201162,266763,2424415,872918,676067,3722522,2312845,1004056,33938,2269188,1516932,2735,69558,597270,130179,3,Moderate,No,Yes,Normal,1957457,6.54,12.55,64,Partially Ready
513,23,56,4781075,398422,12780161,1430134,151790,2317336,2022381,109346,101482,3164416,1458444,8207,240296,7161079,144059,4,Moderate,No,Yes,High,14747342,4.69,11.07,72,Partially Ready
514,25,57,2246437,187203,3136699,1234420,84302,952635,1732522,1124529,148910,384028,1681427,976,146031,954349,20083,2,Conservative,No,No,Normal,9911742,4.28,11.07,77,Partially Ready
515,30,69,3637144,303095,16112552,1379051,1026567,2753939,322138,160176,65588,4560434,431721,32435,202148,3695807,116271,4,Moderate,Yes,No,High,18267012,7.57,14.59,76,Partially Ready
516,54,60,752964,62747,11681155,861581,4078605,1173498,329026,426885,35948,4370422,483468,19984,125503,2059370,97619,0,Conservative,No,No,Normal,814362,7.62,13.52,60,Partially Ready
517,53,58,2567428,213952,9377035,1233629,3222707,1260022,354390,125242,73162,3220690,1038839,1235,215586,6453578,116397,1,Aggressive,No,Yes,High,1150458,4.22,9.44,58,Partially Ready
518,56,66,518037,43169,11331613,550571,4957320,908251,114693,715012,113790,3586542,1641257,47790,44946,1832243,145042,5,Moderate,No,No,High,5554234,5.94,13.05,69,Partially Ready
519,46,65,2298392,191532,4474913,31841,2354683,3353719,2863026,575443,22422,2096586,1617615,35573,170097,5662853,149705,2,Moderate,No,Yes,Normal,10397692,5.97,12.31,57,Partially Ready
520,58,68,2518933,209911,6049008,930734,3881612,72421,1845113,18603,122274,310410,752298,31470,129212,6855353,15357,4,Aggressive,No,Yes,High,6133218,6.9,8.56,56,Partially Ready
521,38,58,2477186,206432,16657059,266804,1907728,2643829,731886,308075,12997,1951798,240011,42899,35186,3091294,132833,0,Aggressive,Yes,Yes,High,8738423,8.3,12.06,54,Partially Ready
522,23,61,4833550,402795,1550992,1259505,1968779,1466872,457864,162485,132890,3722970,237361,33491,55606,3975843,53488,5,Moderate,Yes,No,High,4900950,5.63,10.6,60,Partially Ready
523,23,60,3322305,276858,11290257,855926,3143342,1974196,1233389,1304253,8167,1344801,772385,2923,167501,2517643,6693,2,Aggressive,No,Yes,High,19651706,4.53,9.48,61,Partially Ready
524,24,54,3496811,291400,2682176,162133,1883922,2371469,2111814,1204686,143715,3507110,1130296,48040,78565,8854283,13482,4,Moderate,No,No,Normal,19401976,7.04,12.61,70,Partially Ready
525,40,57,3057205,254767,8206187,759095,1936851,1911852,1320435,242046,63188,3732993,1536789,26864,204729,1336977,92270,2,Aggressive,No,Yes,High,14154281,6.8,8.54,70,Partially Ready
526,36,68,1350935,112577,18089396,513684,3419342,2827401,2452641,1396499,36212,2183378,1669030,18801,194081,5265434,30923,1,Aggressive,No,Yes,Normal,15336032,4.41,10.95,52,Partially Ready
527,22,55,1313250,109437,14096744,552339,4652143,2983751,1970736,211802,33134,285847,1748728,28273,27546,2800715,19140,3,Moderate,No,Yes,High,18787831,4.66,14.07,62,Partially Ready
528,37,59,1298493,108207,11351410,705986,4961677,2553313,2586331,226013,11858,618681,1549267,23262,250350,6859779,117900,3,Aggressive,Yes,Yes,Normal,5208876,7.7,11.05,41,Not Ready
529,22,68,3402727,283560,15267846,795606,2688019,1839567,741226,1066752,73216,812844,487091,19487,273627,5722997,12658,4,Aggressive,No,No,High,12987175,6.82,14.28,57,Partially Ready
530,42,55,1501219,125101,1457085,441829,3611611,2177409,1167091,1206151,82409,834385,728436,18664,101818,1988957,75456,1,Moderate,No,Yes,Normal,9449228,5.37,11.07,69,Partially Ready
531,31,53,2035125,169593,18577530,1066817,1416436,114714,2509836,83351,141513,4512365,1675607,12788,18494,8193420,6757,4,Moderate,No,Yes,High,9996597,5.85,9.97,67,Partially Ready
532,29,53,4027939,335661,14554438,1034431,2206678,364333,573856,583958,30529,2967228,1685357,5181,131623,1247391,85751,3,Aggressive,Yes,No,Normal,14641740,4.78,10.35,66,Partially Ready
533,28,66,2963611,246967,6438719,1170567,298937,3981160,2661273,1315512,2089,2062873,287046,38426,212241,3694503,51295,1,Aggressive,No,No,Normal,6763003,5.33,9.06,54,Partially Ready
534,27,66,2096748,174729,157297,910832,564228,2058107,2339319,1281815,54669,1494137,81396,27404,152926,6380211,61529,5,Conservative,No,Yes,High,16375911,7.19,11.39,35,Not Ready
535,53,70,3590096,299174,12033222,1139620,4034576,1239069,404889,459130,29456,2409806,879952,29305,185601,4150620,111375,2,Aggressive,Yes,No,High,4396908,4.58,11.25,59,Partially Ready
536,52,70,4403492,366957,13874523,1441208,1970148,121477,1220249,561877,133034,1804441,1866068,26804,46878,9433112,84722,3,Moderate,No,No,High,1933191,5.31,10.22,70,Partially Ready
537,39,65,2136670,178055,11453190,1334346,382759,1293987,1877522,859437,58015,4802525,1836312,10914,296025,3459475,28918,2,Conservative,Yes,Yes,High,3128378,8.74,12.29,71,Partially Ready
538,43,61,4938012,411501,2179524,1373491,412847,2175371,882747,759374,140370,1664633,329237,35107,222369,3847593,76070,2,Moderate,Yes,Yes,Normal,1310475,8.01,14.37,60,Partially Ready
539,23,66,1160006,96667,16877524,834535,4067635,177356,658277,593682,79027,203376,482355,41389,144661,566701,71423,3,Aggressive,No,Yes,High,2949329,7.75,13.69,62,Partially Ready
540,26,52,4532133,377677,13987840,42266,123663,3114908,2272045,1268508,39805,801587,1543238,38547,220061,3259545,81838,5,Conservative,No,No,High,6900365,7.92,10.98,65,Partially Ready
541,28,58,4254392,354532,12685952,610771,3603197,390331,932196,852137,147061,2336713,1013657,18639,294552,8499228,64124,5,Moderate,No,Yes,High,7618234,5.91,14.95,71,Partially Ready
542,58,63,3633201,302766,7838505,937605,3102288,1999870,2362036,228481,81424,2788670,301510,41282,58848,1600362,147032,3,Aggressive,Yes,Yes,Normal,13628981,4.85,14.05,67,Partially Ready
543,52,65,2249762,187480,2027461,1034772,2114129,1727460,1306336,708561,39482,306265,674114,45154,228141,93478,70292,3,Aggressive,No,No,Normal,10899089,7.45,13.29,58,Partially Ready
544,51,67,4351666,362638,17311443,1163515,683120,3863920,440585,892761,20317,3151483,266930,49603,22143,2719471,136298,3,Conservative,Yes,No,High,5828482,7.74,9.16,66,Partially Ready
545,55,67,1473275,122772,18407128,876918,3350457,38833,1244664,246590,114158,2468126,1509829,44347,157138,8765761,84511,5,Conservative,Yes,No,Normal,12557193,7.08,10.6,64,Partially Ready
546,55,69,2407548,200629,15891384,970730,1766784,3926717,1384863,283826,43054,4398805,1499634,31055,20149,5329920,109131,0,Moderate,Yes,Yes,Normal,18143274,4.9,11.29,70,Partially Ready
547,51,61,1094523,91210,2100437,1310662,3931691,2493322,656211,140031,91869,4690541,1852504,14813,195857,237053,50499,3,Aggressive,No,No,High,8647970,5.37,13.75,81,Ready
548,57,70,1999432,166619,2649667,1242854,1278606,431913,907821,587172,46746,2205680,1182080,6705,81429,8763038,100387,4,Aggressive,No,No,Normal,5740479,5.65,13.4,46,Not Ready
549,22,57,2115659,176304,3114803,1289588,1228861,601183,691298,997120,64,2712354,163132,3420,86814,8584989,115261,2,Aggressive,Yes,Yes,High,12760407,6.13,11.3,46,Not Ready
550,46,66,3277885,273157,10510991,1094683,2658953,2225856,327993,1269575,56072,1393484,1982836,41534,160614,2397195,114620,2,Aggressive,Yes,No,High,6073105,6.8,11.43,64,Partially Ready
551,23,61,4209727,350810,11659550,889355,1793316,2587777,2347946,400522,100258,3139066,375401,48996,20595,3285584,115888,4,Moderate,No,Yes,High,8614783,5.8,9.36,73,Partially Ready
552,54,59,2590323,215860,1175019,1357314,2306459,2691376,2007959,835283,11512,2122636,574984,40977,45003,9599602,7976,4,Aggressive,No,No,Normal,15986292,8.32,14.49,34,Not Ready
553,56,62,620391,51699,12449498,60475,1285065,2959666,742004,276086,21711,3519629,1749159,7826,44385,7438648,16338,2,Conservative,Yes,No,High,5777864,5.57,14.01,58,Partially Ready
554,59,69,3372382,281031,17375510,29719,3382060,1746418,2800630,1404339,16117,544881,404624,49892,277943,2474873,69897,2,Aggressive,Yes,No,Normal,208192,4.42,11.1,55,Partially Ready
555,41,58,3241757,270146,3999845,716077,3911207,2383091,2920461,180554,148423,3883970,184889,7619,62480,3061858,22653,0,Conservative,Yes,Yes,High,15546752,4.93,12.14,78,Partially Ready
556,27,57,2881865,240155,6461784,278365,2604554,223704,1590943,1480408,75255,1493206,585028,9202,180434,6945478,59234,1,Conservative,No,No,High,8976662,8.18,9.91,60,Partially Ready
557,27,65,3279240,273270,19467821,762552,2926443,3239556,2692012,1096900,117879,1430044,77030,38353,217207,2612283,141020,3,Moderate,No,Yes,High,17003556,6.84,14.96,76,Partially Ready
558,57,66,1061329,88444,17272565,441916,2166054,915427,1961626,547033,8243,967191,1084290,43144,112740,7972697,36651,4,Moderate,Yes,No,Normal,12142153,6.34,10.26,50,Partially Ready
559,22,55,3835024,319585,16004995,701942,2824208,2717411,420301,392401,93848,2569226,341302,30594,112601,364903,115083,4,Aggressive,No,No,High,8273481,8.05,11.2,70,Partially Ready
560,38,61,3134328,261194,16241945,1423034,3365116,1259018,168313,491369,132896,904755,882871,27911,156222,9688640,105054,1,Moderate,Yes,Yes,Normal,11278562,6.97,9.15,61,Partially Ready
561,25,52,2894374,241197,4796641,725829,3847967,1660918,693494,965922,221,1237244,420282,11276,172958,5159442,21069,3,Conservative,Yes,Yes,High,265919,4.92,14.0,54,Partially Ready
562,52,59,3191652,265971,3402539,987340,4612300,2880591,1652754,1465447,55703,3961989,1401813,24660,257999,4072535,25119,1,Moderate,No,No,High,13315425,5.94,10.23,70,Partially Ready
563,56,62,3209732,267477,16434942,1404833,4919322,112811,929852,1276163,46703,1972644,774127,23742,193179,8413034,417,0,Aggressive,Yes,Yes,High,6407245,7.05,13.26,52,Partially Ready
564,24,56,2832838,236069,14659620,194721,2848659,1610891,2743263,377226,111597,1264562,597613,20387,217802,8064003,9129,1,Conservative,No,Yes,High,2872954,5.31,14.69,61,Partially Ready
565,44,53,3692970,307747,460185,337397,2676182,539972,2410391,1063194,100660,3814233,24303,31859,225608,7087653,14289,5,Conservative,No,No,High,11342865,5.51,9.81,46,Not Ready
566,56,66,1236773,103064,6050859,889329,4460320,3186038,1608397,1414988,20973,1261539,14589,22093,150180,3315396,134976,3,Moderate,Yes,No,High,1436957,8.06,13.09,51,Partially Ready
567,29,65,4160862,346738,12367970,105011,3097882,1058335,1785525,707708,77632,197386,1138226,17513,108705,4919745,93555,2,Aggressive,Yes,Yes,High,1328506,6.09,11.13,60,Partially Ready
568,56,67,2385632,198802,5929865,176259,4487781,396666,528711,303341,129355,3616333,1872162,18002,196081,7684482,63989,5,Aggressive,No,Yes,Normal,11058490,8.59,14.33,63,Partially Ready
569,45,51,1531031,127585,3443115,800929,4300271,3042544,330363,708360,79163,3544437,840411,1466,111432,4309362,20783,0,Conservative,No,No,Normal,1738503,8.18,11.03,63,Partially Ready
570,45,68,4267127,355593,7271224,916341,2305078,3132598,2889302,389469,72575,4207416,1408110,2997,224018,3041045,74688,0,Moderate,Yes,No,High,15616952,5.36,10.85,75,Partially Ready
571,60,70,2968914,247409,3309735,464149,1885966,75803,2973797,680754,57948,534542,1282169,18863,256510,9863562,110300,3,Moderate,Yes,No,High,10825432,7.17,10.3,53,Partially Ready
572,44,64,1573211,131100,15550387,1046425,1766954,2232377,2926472,356543,102252,2144904,845022,2114,56213,8162761,147148,5,Aggressive,No,No,High,10680990,8.92,8.58,56,Partially Ready
573,50,69,548005,45667,5281152,1310432,4906806,699334,2618357,737413,148083,3619942,871142,1534,163838,9335505,128648,4,Conservative,No,Yes,Normal,13379156,8.95,10.63,69,Partially Ready
574,35,56,1228054,102337,19201024,606808,1498393,3627625,667387,841202,144197,3426882,738249,49235,129165,7015896,73106,0,Aggressive,No,No,Normal,13654848,5.6,10.54,63,Partially Ready
575,53,70,4191592,349299,9656077,942577,1316741,3875161,745020,838974,75604,27995,1117080,21892,258280,2890222,25774,3,Moderate,Yes,Yes,Normal,4749706,5.92,12.57,66,Partially Ready
576,54,60,3729055,310754,816169,681616,2096655,698179,2387843,1311758,123709,763081,1996165,24267,26911,6532030,144718,1,Moderate,No,Yes,Normal,15943358,6.56,9.35,50,Partially Ready
577,34,60,1412749,117729,9880841,135922,259122,868251,2422639,967163,120374,2055602,1433762,39534,247602,4058134,46367,0,Aggressive,No,Yes,Normal,15609268,8.86,11.5,65,Partially Ready
578,26,50,571141,47595,13684732,1090031,3944400,3616198,1616130,147567,109337,2181283,1852533,46922,296721,2029740,140029,5,Conservative,No,No,Normal,12292783,7.57,11.07,66,Partially Ready
579,47,68,3991371,332614,14431044,260166,869252,612300,1101001,1215953,29303,1417284,768531,27059,193171,2381527,63718,0,Moderate,Yes,No,High,8311723,7.98,9.47,64,Partially Ready
580,38,60,2777089,231424,14970718,693446,3778029,2934174,1081802,1191667,72167,4986424,74961,49894,88411,2483430,136781,2,Aggressive,No,No,High,5411748,5.44,9.55,68,Partially Ready
581,58,67,4286978,357248,14809331,1411967,2473629,647773,2915387,269595,38410,2452265,1801763,25180,149902,3823830,7341,1,Aggressive,Yes,No,High,17165500,8.25,12.08,63,Partially Ready
582,55,66,4301150,358429,5768014,721868,1307589,2462624,2101745,659126,137189,3140380,792678,31801,103668,8812012,126367,0,Aggressive,Yes,No,Normal,10478663,4.88,14.28,66,Partially Ready
583,35,57,1559033,129919,9388720,1276413,1003205,2726283,826035,747637,130754,3853069,1194135,41853,21396,8793246,59866,0,Moderate,Yes,No,Normal,9209141,7.71,10.54,68,Partially Ready
584,57,70,4810798,400899,2715808,117387,3746627,2376921,2193406,520034,64144,2148088,1671996,48459,110779,4111878,59857,0,Aggressive,No,No,Normal,6475817,7.45,11.19,54,Partially Ready
585,26,54,4683531,390294,10208968,127643,1742582,954565,1023161,1228254,125116,3894589,206087,35188,41782,5349555,19150,0,Moderate,Yes,Yes,Normal,16448748,4.98,8.81,75,Partially Ready
586,41,68,380551,31712,19569067,901262,935530,3019821,1856574,1347687,51065,4940366,1689813,41610,254208,8306,65994,3,Aggressive,Yes,No,High,17353696,7.77,12.21,78,Partially Ready
587,40,70,2813539,234461,8915077,1116083,2088947,1430854,1154643,1421538,147132,4219992,647608,41020,245709,1870157,47757,4,Moderate,No,Yes,Normal,2299810,6.44,10.23,81,Ready
588,49,63,1093293,91107,14921268,718131,4518021,3450056,766113,405999,28498,1944502,447147,20132,278077,5123490,83890,5,Moderate,Yes,Yes,High,5347501,7.83,11.3,48,Not Ready
589,34,62,1740972,145081,5349693,1279521,1318124,1366006,2166216,993578,109290,2259749,479668,17226,262454,5093866,97200,2,Aggressive,No,No,High,14370629,4.72,10.34,62,Partially Ready
590,58,69,3799086,316590,240338,847419,463952,1714580,1483156,1354325,36681,3832668,1608617,17970,25212,3392572,54685,2,Conservative,No,No,High,11028179,7.31,9.79,47,Not Ready
591,57,70,1973125,164427,7263526,1295108,4218995,1845926,1149084,224048,19510,2039587,336420,21330,266491,9947886,123174,5,Moderate,No,Yes,High,19766734,8.76,14.63,52,Partially Ready
592,46,52,1150939,95911,1932892,1341398,2874708,1157821,2256098,774790,114851,2384338,232848,30922,85403,1241325,85077,1,Conservative,No,Yes,Normal,14805605,8.89,13.13,76,Partially Ready
593,37,60,4885088,407090,8798282,1167430,4454581,3428046,1222301,1446133,5728,1178327,1619212,4456,179606,6060427,116874,2,Moderate,Yes,No,High,11274031,7.74,9.5,60,Partially Ready
594,34,58,2442096,203508,826392,294167,999841,2693750,1722931,896177,103889,4079862,1673730,3147,292032,1011437,134286,0,Aggressive,No,No,High,19387606,5.87,11.96,63,Partially Ready
595,43,70,862955,71912,2585123,1185534,772955,2341640,471166,1115186,41477,4307553,1774818,5749,260601,3202560,19158,2,Moderate,No,Yes,High,2550338,7.84,11.02,58,Partially Ready
596,33,70,3150530,262544,15285291,1106696,3627210,3730401,90108,841935,77021,53300,1307972,25555,24894,143242,59042,1,Aggressive,No,No,Normal,19374954,5.61,9.05,70,Partially Ready
597,44,68,1580141,131678,6386666,310973,1729262,1293865,761629,211595,6874,4474668,1262320,2585,81754,9060975,91362,2,Conservative,Yes,Yes,High,5579066,8.77,10.29,52,Partially Ready
598,49,62,2254368,187864,7339224,745211,228979,575928,1843987,258180,98333,213271,931035,48755,124358,6382330,12901,1,Moderate,Yes,Yes,Normal,17102142,6.23,10.79,63,Partially Ready
599,59,69,4632684,386057,4133700,341590,1758570,504819,2051469,1268459,93949,2658178,870586,12516,125272,1523219,132883,0,Moderate,Yes,Yes,High,14193329,5.8,9.79,72,Partially Ready
600,47,55,3275280,272940,12142763,650078,547823,1820952,2734693,630601,60125,708430,1364056,42177,219307,7908133,4154,5,Moderate,Yes,Yes,Normal,6051159,8.76,9.92,58,Partially Ready
601,58,63,1373308,114442,17452067,326648,1176253,2915335,1970537,81769,16038,1760144,1816857,48486,168660,6236158,108757,1,Aggressive,Yes,Yes,High,3770572,8.12,10.93,44,Not Ready
602,32,50,4473797,372816,6897684,641864,3386097,2622750,1565247,556125,84167,238892,1642633,1692,188844,478098,123339,3,Conservative,No,Yes,Normal,3459310,4.17,14.1,72,Partially Ready
603,22,61,2168140,180678,3141165,880558,556380,471484,1995185,973987,108809,4502394,923618,8808,15378,5224943,124844,1,Moderate,No,Yes,High,16635681,6.35,14.32,75,Partially Ready
604,58,66,1355563,112963,7408860,1079475,1088905,3378291,598089,473016,21545,795149,1504220,26465,163006,1765436,65478,5,Moderate,No,No,High,4519356,5.13,9.29,60,Partially Ready
605,42,63,3443804,286983,4922808,1215023,287102,3137070,1614932,1325148,12587,1660073,382043,938,89949,572338,62345,4,Moderate,No,No,Normal,19467667,4.81,10.26,70,Partially Ready
606,47,66,2102176,175181,15256653,1302986,2204565,2289584,1844919,247084,73218,4315862,1937528,22108,191818,3125920,66921,4,Moderate,Yes,No,High,2217880,5.7,14.1,72,Partially Ready
607,45,63,513187,42765,18280753,264719,793424,952631,1918614,233071,31530,4617633,1494630,19379,81217,5832167,80486,0,Aggressive,Yes,No,Normal,4854945,6.26,11.87,55,Partially Ready
608,36,50,1966624,163885,11926138,1102210,1273149,2360902,2225336,1101099,12319,4472438,760545,35353,135808,8906521,43713,1,Aggressive,Yes,Yes,High,6884576,5.87,8.7,47,Not Ready
609,39,51,3662765,305230,9998769,817411,4376744,1766909,1998778,981475,84389,1141856,1513195,19660,15185,1256118,65884,1,Aggressive,Yes,Yes,High,4807796,7.54,12.68,67,Partially Ready
610,31,65,1644299,137024,8185710,820486,1337504,2709875,1757452,819985,50691,2085183,1749714,22964,51978,3796768,72408,5,Aggressive,Yes,Yes,High,4878434,4.7,10.81,56,Partially Ready
611,39,60,390337,32528,3985666,1091819,2610204,2198825,430386,1318155,123498,1947676,1385004,28722,171668,2094878,141887,0,Aggressive,No,No,Normal,12901073,7.71,11.18,59,Partially Ready
612,38,53,4213501,351125,14341187,1226788,1413111,3675226,2976952,1450048,127743,2441981,471090,34264,69027,1486007,95040,3,Aggressive,No,No,Normal,3629593,5.21,13.95,72,Partially Ready
613,39,58,2411167,200930,17089730,689605,3520240,2797510,1053814,747972,21782,108432,212087,46733,269567,4072572,129755,2,Conservative,No,No,High,1512682,5.11,11.04,54,Partially Ready
614,60,65,1126921,93910,19364787,199048,985437,3204576,1000820,756444,110580,3302973,1506361,48779,35900,5826801,115407,4,Conservative,No,No,Normal,7349083,8.26,12.01,66,Partially Ready
615,58,65,502538,41878,11088141,207207,2451795,3861568,1728656,59505,119701,2126631,752015,44761,195381,5911929,65195,2,Moderate,No,Yes,Normal,18839404,5.38,13.49,63,Partially Ready
616,57,67,3666523,305543,11745032,360831,4192931,3593035,372745,699952,92223,4515040,1551597,14914,180955,5131062,26554,3,Moderate,No,Yes,High,6882998,8.57,8.63,74,Partially Ready
617,38,65,3240994,270082,11357885,918068,3032173,3165738,667806,353460,84609,133608,233791,12438,177805,8491272,146927,1,Moderate,Yes,Yes,Normal,3138092,5.48,11.92,56,Partially Ready
618,60,70,3694341,307861,8887232,305692,2853502,2234841,1483943,832059,34873,3231628,217319,48253,169094,9564804,21551,0,Conservative,Yes,No,Normal,16692429,5.62,9.57,57,Partially Ready
619,36,57,2358159,196513,7627686,923493,1811671,609754,52086,622420,63879,174264,1798373,40122,268374,7364357,108665,1,Moderate,Yes,No,High,8874224,6.78,14.99,55,Partially Ready
620,45,58,3918129,326510,12472807,764442,1968855,1342826,2266472,748838,20195,1128207,674575,46034,144444,9030763,33754,4,Aggressive,No,No,Normal,7744519,4.48,14.42,49,Not Ready
621,44,70,4947899,412324,7564978,975776,2257654,2408617,223143,965190,114785,4170253,1239548,28585,48899,2874628,5797,0,Moderate,No,Yes,Normal,11992102,6.8,11.91,79,Partially Ready
622,26,58,2414030,201169,975329,1496553,4117211,1807032,2953703,279669,103873,1805263,1387896,29629,177437,9032780,79865,4,Moderate,Yes,No,Normal,1877409,5.65,11.99,43,Not Ready
623,44,68,1303976,108664,2432814,1287337,533756,2222024,1735231,338076,51018,2087081,1261490,49730,109026,3040670,7729,0,Moderate,Yes,Yes,High,19360340,7.25,11.46,65,Partially Ready
624,46,64,3498498,291541,15968476,290475,2879770,767514,402079,652624,93102,1488230,1483237,28204,147127,8383269,23785,1,Moderate,Yes,No,High,3255052,4.92,10.81,63,Partially Ready
625,55,64,471133,39261,2093494,1168382,496154,2863493,1565091,200257,44174,14503,1109647,824,17443,5483795,100860,4,Aggressive,No,Yes,Normal,6424409,5.53,13.6,47,Not Ready
626,53,60,4789700,399141,7377410,724037,813407,3657840,2865469,324368,98085,4814935,371045,28881,108056,8511563,39020,4,Conservative,Yes,No,High,3716326,8.07,11.12,71,Partially Ready
627,44,55,4649399,387449,5666518,209131,4174599,810170,2531276,325588,88446,3814023,1947428,43154,218867,7515111,30508,1,Moderate,Yes,Yes,High,6419647,7.34,8.46,72,Partially Ready
628,47,53,3305817,275484,2017101,1007520,4958784,414314,2180382,190743,84031,4423627,1180689,37688,293882,8752217,103333,2,Moderate,Yes,No,Normal,9930077,7.78,12.5,57,Partially Ready
629,49,66,3950209,329184,12702267,172782,4114321,99967,2060407,218771,84283,4708131,1015240,39954,218847,5132109,130446,5,Aggressive,Yes,Yes,Normal,3092635,8.96,13.4,68,Partially Ready
630,41,68,4853227,404435,5866954,1344132,2631117,3100668,201142,1120491,7330,396005,635323,25224,113691,5901647,140971,3,Aggressive,Yes,No,Normal,7297196,4.26,13.78,52,Partially Ready
631,28,64,1857809,154817,7484559,1494033,2686959,306031,2994878,426997,129833,1734235,1197778,41970,23175,758898,100004,2,Conservative,Yes,No,Normal,13183402,5.03,12.83,82,Ready
632,36,61,3671874,305989,1551788,327006,1188409,2511346,1032525,1303933,67681,3547044,1426893,37390,177392,3437253,71464,3,Moderate,No,Yes,High,8603548,6.05,8.07,58,Partially Ready
633,60,65,3617430,301452,1452553,1459621,3767560,540596,2780668,1445984,58451,591601,1337137,7496,75439,2666299,128066,1,Aggressive,No,No,High,18093902,4.33,11.76,51,Partially Ready
634,40,59,2493614,207801,3690389,250401,3312713,3451398,847778,181410,145424,4177251,421083,8330,286699,598865,122934,0,Moderate,Yes,Yes,Normal,8211845,6.39,8.78,83,Ready
635,49,65,3975120,331260,4840187,926991,344368,2780306,2112332,396297,55163,2666917,91766,37276,22450,2562057,89482,1,Moderate,No,Yes,Normal,13230247,8.3,9.76,68,Partially Ready
636,46,55,2747842,228986,17014939,133482,1889413,771597,2630724,407558,88051,3681521,53078,28870,51376,4123439,138557,4,Moderate,Yes,Yes,Normal,13854772,5.44,9.13,74,Partially Ready
637,55,68,446480,37206,5751409,674562,3106906,161187,601825,217668,61253,49506,799462,224,45627,6501628,148623,5,Conservative,Yes,Yes,High,19276085,4.6,9.57,53,Partially Ready
638,46,60,3544437,295369,15138461,498428,4115135,2569466,1048753,723824,119271,4019226,1928177,10036,253143,9000215,94407,5,Conservative,No,No,Normal,12450651,5.12,10.01,71,Partially Ready
639,23,63,2815388,234615,4881293,89244,3858189,1721222,2980832,1135604,59502,3374157,262194,41058,200042,3491354,106376,5,Moderate,No,No,High,12299058,6.11,10.92,67,Partially Ready
640,43,60,3646073,303839,4516587,1111357,1727340,1031828,909993,1494409,50060,4767972,408109,47795,205534,7774158,143708,2,Aggressive,No,Yes,High,4842297,8.31,13.54,60,Partially Ready
641,52,58,4853577,404464,15227334,629817,3457095,213430,836385,455455,88521,4627936,1866307,10270,216478,8682223,113189,5,Conservative,No,Yes,High,19003359,4.9,11.1,73,Partially Ready
642,31,70,3671184,305932,19346118,414837,1264022,1725074,1327458,982682,64408,1095175,1599330,31895,180787,8901791,9254,0,Conservative,Yes,Yes,High,3118119,7.38,13.51,60,Partially Ready
643,42,61,2002946,166912,5103395,446718,2580015,3526061,276920,761140,82706,4894320,1896905,29269,264082,5681113,45932,4,Conservative,Yes,Yes,High,4074202,5.45,8.71,68,Partially Ready
644,56,70,3736644,311387,5361009,1177894,4633206,2636885,1969509,1467718,73723,2092033,237734,43507,91884,7464248,25446,3,Moderate,No,No,Normal,769549,7.78,8.95,62,Partially Ready
645,59,69,3339899,278324,14845374,1226605,4797530,762665,1876252,41642,128913,4754520,721061,22267,59569,6207035,18059,5,Moderate,Yes,Yes,Normal,10860858,4.89,12.37,75,Partially Ready
646,40,52,3275538,272961,16651051,33461,4951986,1752122,709089,765913,66247,1610806,1076725,18366,287856,393330,128348,5,Conservative,No,No,High,14627380,5.59,9.17,71,Partially Ready
